folder;file;point1_x;point1_y;point2_x;point2_y
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;4.4_18;995.5;672.5;1059.5;698.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;4.5_19;173.5;781.5;306.5;678.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;4.5_19;279.5;320.5;282.5;333.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;4.5_19;291.5;384.5;315.5;524.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;4.5_19;411.5;184.5;549.5;169.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;4.5_19;352.5;243.5;415.5;181.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;4.5_19;915.5;657.5;1056.5;717.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.1_20;310.5;274.5;300.5;356.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.1_20;307.5;357.5;323.5;441.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.1_20;349.5;221.5;348.5;311.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.1_20;349.5;224.5;393.5;204.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.1_20;400.5;178.5;392.5;192.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.1_20;382.5;208.5;378.5;213.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.1_20;349.5;259.5;346.5;265.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.1_20;407.5;181.5;491.5;150.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.1_20;592.5;2.5;586.5;37.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.1_20;594.5;6.5;589.5;12.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.1_20;588.5;31.5;583.5;37.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.1_20;888.5;351.5;809.5;460.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.1_20;881.5;656.5;954.5;674.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.1_20;961.5;671.5;1039.5;719.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.2_21;309.5;224.5;313.5;337.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.2_21;313.5;331.5;282.5;363.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.2_21;324.5;118.5;310.5;172.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.2_21;323.5;119.5;360.5;130.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.2_21;316.5;139.5;323.5;131.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.2_21;331.5;123.5;335.5;120.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.2_21;658.5;189.5;723.5;205.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.2_21;693.5;241.5;723.5;259.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.2_21;711.5;254.5;723.5;255.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.2_21;934.5;382.5;858.5;476.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.2_21;905.5;655.5;939.5;669.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.2_21;932.5;664.5;938.5;670.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.2_21;911.5;661.5;921.5;660.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.3_22;291.5;708.5;281.5;770.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.3_22;792.5;362.5;961.5;467.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.3_22;947.5;664.5;1043.5;697.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.4_23;148.5;771.5;251.5;682.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.4_23;247.5;122.5;291.5;213.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.4_23;287.5;295.5;320.5;384.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.4_23;602.5;4.5;597.5;44.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.4_23;700.5;239.5;723.5;250.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.4_23;706.5;244.5;717.5;244.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.4_23;717.5;244.5;723.5;251.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.4_23;912.5;345.5;1026.5;437.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.4_23;914.5;634.5;1022.5;649.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.5_24;230.5;753.5;285.5;699.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.5_24;287.5;372.5;314.5;479.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.5_24;312.5;473.5;344.5;506.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.5_24;449.5;297.5;386.5;385.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.5_24;387.5;374.5;393.5;444.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.5_24;468.5;252.5;520.5;250.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.5_24;694.5;121.5;723.5;139.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.5_24;711.5;133.5;723.5;134.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.5_24;915.5;345.5;1051.5;408.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.5_24;953.5;657.5;1059.5;708.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Right;5.5_24;1005.5;433.5;971.5;488.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;1.1_1;446.5;342.5;404.5;385.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;1.1_1;723.5;89.5;704.5;131.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;1.1_1;741.5;53.5;726.5;83.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;1.1_1;932.5;725.5;1049.5;798.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;1.2_2;135.5;738.5;232.5;678.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;1.2_2;335.5;295.5;418.5;274.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;1.2_2;434.5;270.5;473.5;261.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;1.3_3;162.5;738.5;277.5;667.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;1.3_3;259.5;364.5;353.5;283.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;1.3_3;260.5;356.5;300.5;376.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;1.3_3;343.5;191.5;487.5;209.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;1.3_3;351.5;402.5;407.5;367.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;1.3_3;403.5;333.5;401.5;376.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;1.3_3;357.5;295.5;450.5;302.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;1.3_3;391.5;333.5;450.5;299.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;1.3_3;578.5;6.5;600.5;29.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;1.3_3;588.5;13.5;591.5;24.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;1.3_3;856.5;455.5;905.5;406.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;1.3_3;862.5;345.5;905.5;388.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;1.4_4;196.5;438.5;329.5;364.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;1.4_4;393.5;324.5;365.5;353.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;1.4_4;397.5;321.5;470.5;303.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;1.4_4;480.5;248.5;556.5;239.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;1.4_4;483.5;243.5;461.5;306.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;1.4_4;476.5;777.5;615.5;976.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;1.4_4;622.5;8.5;617.5;84.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;1.4_4;613.5;73.5;631.5;113.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;1.4_4;833.5;451.5;886.5;504.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;1.4_4;841.5;395.5;825.5;450.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;1.4_4;783.5;392.5;825.5;403.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;1.4_4;835.5;405.5;839.5;406.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;1.4_4;962.5;739.5;1001.5;778.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;1.4_4;1005.5;782.5;1019.5;795.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;1.5_5;352.5;473.5;308.5;565.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;1.5_5;409.5;345.5;439.5;316.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;1.5_5;841.5;345.5;899.5;409.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.1_6;178.5;740.5;238.5;703.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.1_6;305.5;397.5;299.5;435.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.1_6;321.5;296.5;301.5;366.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.1_6;300.5;353.5;305.5;377.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.1_6;381.5;221.5;369.5;273.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.1_6;379.5;224.5;411.5;217.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.1_6;376.5;232.5;389.5;220.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.1_6;378.5;410.5;416.5;373.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.1_6;382.5;416.5;391.5;465.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.1_6;409.5;208.5;509.5;108.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.1_6;692.5;644.5;630.5;707.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.1_6;658.5;94.5;723.5;126.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.2_7;176.5;722.5;270.5;666.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.2_7;392.5;262.5;462.5;242.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.2_7;429.5;199.5;432.5;237.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.2_7;432.5;201.5;429.5;209.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.2_7;440.5;192.5;548.5;148.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.2_7;563.5;677.5;620.5;744.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.2_7;657.5;659.5;732.5;735.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.2_7;804.5;691.5;766.5;746.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.2_7;802.5;631.5;798.5;702.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.3_8;186.5;818.5;293.5;764.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.3_8;491.5;272.5;420.5;371.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.3_8;482.5;280.5;562.5;269.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.3_8;567.5;761.5;663.5;880.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.3_8;622.5;25.5;624.5;42.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.3_8;626.5;54.5;629.5;71.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.3_8;630.5;79.5;636.5;114.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.3_8;628.5;774.5;727.5;891.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.3_8;672.5;726.5;723.5;799.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.3_8;810.5;755.5;732.5;881.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.3_8;775.5;726.5;751.5;787.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.4_9;151.5;728.5;273.5;652.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.4_9;369.5;682.5;488.5;873.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.4_9;387.5;234.5;425.5;243.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.4_9;426.5;310.5;409.5;432.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.4_9;432.5;233.5;529.5;172.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.4_9;579.5;36.5;436.5;195.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.5_10;332.5;334.5;422.5;301.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.5_10;409.5;184.5;474.5;161.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.5_10;511.5;59.5;529.5;155.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;2.5_10;472.5;147.5;524.5;116.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.1_11;458.5;79.5;477.5;258.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.1_11;465.5;79.5;550.5;116.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.2_12;357.5;314.5;400.5;272.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.2_12;378.5;412.5;419.5;387.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.2_12;400.5;264.5;497.5;204.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.2_12;400.5;356.5;437.5;334.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.2_12;406.5;351.5;416.5;385.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.2_12;428.5;337.5;426.5;343.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.2_12;415.5;376.5;413.5;385.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.2_12;560.5;737.5;590.5;730.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.2_12;579.5;731.5;590.5;733.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.2_12;572.5;6.5;582.5;41.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.2_12;578.5;31.5;584.5;38.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.2_12;647.5;699.5;615.5;752.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.2_12;594.5;731.5;618.5;754.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.2_12;761.5;678.5;727.5;726.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.2_12;811.5;348.5;883.5;420.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.2_12;892.5;444.5;871.5;479.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.2_12;874.5;470.5;882.5;466.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.3_13;278.5;466.5;359.5;421.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.3_13;320.5;525.5;406.5;472.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.3_13;402.5;464.5;410.5;513.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.3_13;383.5;417.5;430.5;385.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.3_13;392.5;432.5;445.5;448.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.3_13;409.5;464.5;442.5;444.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.3_13;405.5;435.5;411.5;440.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.3_13;423.5;453.5;425.5;456.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.3_13;469.5;307.5;434.5;376.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.3_13;560.5;687.5;623.5;750.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.3_13;660.5;699.5;705.5;758.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.3_13;647.5;756.5;672.5;732.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.3_13;678.5;725.5;681.5;723.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.3_13;695.5;8.5;677.5;114.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.3_13;743.5;694.5;719.5;748.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.4_14;184.5;710.5;278.5;654.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.4_14;280.5;236.5;524.5;166.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.4_14;397.5;304.5;337.5;397.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.4_14;394.5;307.5;489.5;284.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.4_14;401.5;654.5;556.5;885.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.4_14;446.5;210.5;488.5;230.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.4_14;578.5;884.5;596.5;902.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.4_14;563.5;883.5;587.5;888.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.4_14;589.5;891.5;593.5;906.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.4_14;564.5;618.5;632.5;706.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.4_14;627.5;847.5;708.5;821.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.4_14;636.5;836.5;610.5;902.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.4_14;706.5;650.5;662.5;713.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.4_14;739.5;617.5;800.5;687.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.4_14;761.5;752.5;741.5;796.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.4_14;835.5;614.5;775.5;770.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.4_14;848.5;379.5;1039.5;551.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.4_14;968.5;623.5;994.5;649.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.4_14;974.5;590.5;971.5;637.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.4_14;969.5;630.5;983.5;634.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.4_14;993.5;663.5;1061.5;705.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.5_15;254.5;325.5;286.5;429.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.5_15;451.5;174.5;448.5;178.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.5_15;428.5;200.5;347.5;294.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.5_15;263.5;319.5;359.5;288.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.5_15;426.5;178.5;511.5;169.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.5_15;888.5;384.5;902.5;467.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;3.5_15;817.5;358.5;890.5;395.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;4.1_16;238.5;239.5;516.5;154.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;4.1_16;306.5;407.5;286.5;523.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;4.1_16;382.5;225.5;347.5;298.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;4.1_16;407.5;678.5;504.5;727.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;4.1_16;471.5;670.5;468.5;715.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;4.1_16;418.5;318.5;506.5;303.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;4.1_16;454.5;293.5;435.5;325.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;4.1_16;450.5;287.5;502.5;268.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;4.1_16;512.5;671.5;568.5;762.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;4.1_16;572.5;658.5;659.5;769.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;4.1_16;692.5;765.5;741.5;717.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;4.1_16;807.5;651.5;812.5;646.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;4.1_16;638.5;746.5;643.5;745.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;4.1_16;728.5;725.5;778.5;713.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;4.1_16;984.5;646.5;1005.5;691.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;4.1_16;1011.5;686.5;1056.5;727.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;4.2_17;411.5;281.5;498.5;244.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;4.2_17;465.5;191.5;543.5;142.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;4.2_17;732.5;650.5;584.5;827.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;4.2_17;987.5;633.5;1063.5;664.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;4.3_18;186.5;769.5;285.5;695.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;4.3_18;272.5;700.5;314.5;696.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;4.3_18;429.5;360.5;478.5;482.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;4.3_18;553.5;200.5;497.5;278.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;4.3_18;1009.5;653.5;1060.5;689.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;4.4_19;343.5;218.5;449.5;133.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;4.4_19;402.5;303.5;379.5;352.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;4.4_19;379.5;399.5;396.5;466.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;4.4_19;388.5;396.5;414.5;371.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;4.4_19;491.5;202.5;410.5;284.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area3_Left;4.4_19;556.5;695.5;693.5;852.5
