folder;file;point1_x;point1_y;point2_x;point2_y
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.1_20;716.5;279.5;722.5;286.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.1_20;723.5;293.5;720.5;303.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.1_20;780.5;389.5;891.5;501.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.1_20;821.5;345.5;922.5;384.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.1_20;928.5;393.5;878.5;473.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.1_20;882.5;660.5;962.5;697.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.1_20;938.5;396.5;1051.5;501.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.2_21;245.5;750.5;202.5;798.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.2_21;380.5;715.5;412.5;758.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.2_21;409.5;763.5;597.5;793.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.2_21;608.5;783.5;707.5;774.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.2_21;697.5;779.5;733.5;744.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.2_21;707.5;310.5;723.5;317.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.2_21;712.5;314.5;723.5;313.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.2_21;718.5;312.5;723.5;317.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.2_21;820.5;345.5;805.5;492.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.2_21;894.5;694.5;940.5;739.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.2_21;947.5;738.5;1018.5;767.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.3_22;630.5;78.5;611.5;188.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.3_22;704.5;366.5;834.5;413.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.3_22;732.5;426.5;936.5;526.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.4_23;184.5;833.5;287.5;731.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.4_23;359.5;333.5;342.5;400.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.4_23;318.5;495.5;316.5;505.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.4_23;355.5;341.5;433.5;310.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.4_23;308.5;443.5;319.5;504.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.4_23;714.5;295.5;723.5;304.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.4_23;720.5;297.5;723.5;306.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.4_23;715.5;297.5;722.5;299.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.4_23;758.5;345.5;821.5;415.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.4_23;896.5;660.5;982.5;666.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.4_23;986.5;696.5;1044.5;709.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.5_24;277.5;441.5;292.5;427.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.5_24;284.5;432.5;281.5;442.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.5_24;284.5;432.5;290.5;431.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.5_24;278.5;445.5;296.5;516.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.5_24;304.5;352.5;283.5;374.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.5_24;299.5;353.5;296.5;363.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.5_24;309.5;325.5;348.5;301.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.5_24;312.5;347.5;365.5;363.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.5_24;381.5;152.5;357.5;255.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.5_24;387.5;157.5;555.5;148.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.5_24;556.5;10.5;560.5;54.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.5_24;562.5;59.5;598.5;108.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.5_24;685.5;316.5;723.5;326.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.5_24;712.5;325.5;723.5;323.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.5_24;788.5;345.5;746.5;399.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area1_Upper;5.5_24;893.5;697.5;1030.5;753.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.1_13;313.5;575.5;294.5;683.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.1_13;342.5;721.5;352.5;804.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.1_13;352.5;614.5;352.5;726.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.1_13;355.5;801.5;480.5;837.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.1_13;458.5;716.5;471.5;845.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.1_13;464.5;851.5;506.5;810.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.1_13;485.5;896.5;547.5;852.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.1_13;745.5;937.5;765.5;1005.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.1_13;833.5;721.5;781.5;791.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.1_13;801.5;518.5;841.5;559.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.1_13;821.5;387.5;923.5;473.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.1_13;951.5;496.5;961.5;504.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.1_13;899.5;480.5;966.5;502.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.1_13;1001.5;559.5;912.5;733.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.1_13;844.5;724.5;922.5;716.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.1_13;847.5;632.5;880.5;664.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.2_2;366.5;594.5;364.5;649.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.2_2;452.5;728.5;533.5;748.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.2_2;763.5;702.5;731.5;754.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.2_2;805.5;673.5;787.5;708.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.2_2;923.5;517.5;875.5;583.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.2_2;806.5;596.5;882.5;578.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.2_2;880.5;411.5;876.5;450.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.2_2;876.5;432.5;880.5;441.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.2_2;894.5;501.5;920.5;476.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.2_2;881.5;453.5;916.5;483.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.2_2;901.5;466.5;903.5;473.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.2_2;906.5;486.5;907.5;491.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.3_3;699.5;887.5;742.5;1004.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.3_3;754.5;719.5;891.5;677.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.3_3;770.5;472.5;858.5;534.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.3_3;760.5;624.5;850.5;568.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.3_3;856.5;529.5;846.5;576.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.3_3;822.5;439.5;918.5;503.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.3_3;910.5;516.5;876.5;571.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.3_3;880.5;577.5;934.5;631.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.4_4;218.5;477.5;193.5;655.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.4_4;327.5;526.5;324.5;615.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.4_4;323.5;620.5;371.5;653.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.4_4;379.5;714.5;429.5;723.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.4_4;437.5;769.5;485.5;740.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.4_4;449.5;760.5;441.5;792.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.4_4;441.5;796.5;471.5;803.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.4_4;450.5;801.5;458.5;798.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.4_4;486.5;791.5;564.5;820.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.4_4;564.5;811.5;590.5;786.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.4_4;593.5;827.5;622.5;799.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.4_4;801.5;762.5;888.5;724.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.4_4;917.5;479.5;863.5;580.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.4_4;836.5;414.5;919.5;483.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.4_4;868.5;439.5;871.5;447.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.4_4;895.5;517.5;897.5;522.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.4_4;904.5;545.5;910.5;560.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.4_4;916.5;579.5;918.5;583.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.4_4;860.5;697.5;885.5;702.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.4_4;861.5;695.5;868.5;701.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.4_4;880.5;701.5;885.5;705.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.5_5;281.5;481.5;258.5;701.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.5_5;375.5;562.5;355.5;669.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.5_5;350.5;657.5;383.5;733.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.5_5;443.5;747.5;505.5;732.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.5_5;788.5;688.5;745.5;748.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.5_5;750.5;647.5;784.5;681.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.5_5;836.5;571.5;835.5;574.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.5_5;827.5;586.5;797.5;634.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.5_5;796.5;569.5;854.5;575.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.5_5;802.5;564.5;828.5;590.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.5_5;799.5;347.5;881.5;430.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.5_5;886.5;435.5;889.5;437.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.5_5;868.5;465.5;834.5;535.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.5_5;830.5;525.5;855.5;565.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.5_5;876.5;455.5;988.5;542.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.5_5;913.5;575.5;920.5;645.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;1.5_5;909.5;578.5;962.5;559.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.1_6;203.5;436.5;191.5;489.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.1_6;265.5;461.5;248.5;560.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.1_6;237.5;552.5;294.5;576.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.1_6;273.5;580.5;313.5;568.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.1_6;312.5;675.5;443.5;696.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.1_6;480.5;702.5;486.5;703.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.1_6;468.5;713.5;523.5;669.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.1_6;510.5;750.5;568.5;704.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.1_6;534.5;749.5;585.5;736.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.1_6;575.5;742.5;593.5;725.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.1_6;793.5;754.5;766.5;798.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.1_6;732.5;801.5;776.5;785.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.1_6;797.5;388.5;917.5;488.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.1_6;914.5;493.5;831.5;643.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.2_7;299.5;521.5;288.5;626.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.2_7;354.5;546.5;326.5;692.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.2_7;435.5;712.5;547.5;753.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.2_7;477.5;856.5;591.5;793.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.2_7;718.5;887.5;757.5;994.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.2_7;770.5;620.5;791.5;623.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.2_7;781.5;623.5;789.5;619.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.2_7;785.5;619.5;791.5;622.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.2_7;836.5;688.5;831.5;696.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.2_7;815.5;718.5;773.5;779.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.2_7;796.5;725.5;835.5;716.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.2_7;832.5;689.5;831.5;718.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.2_7;773.5;445.5;830.5;492.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.2_7;832.5;573.5;793.5;629.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.2_7;809.5;598.5;843.5;645.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.2_7;847.5;637.5;826.5;659.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.3_8;103.5;377.5;170.5;404.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.3_8;251.5;490.5;204.5;696.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.3_8;347.5;555.5;329.5;683.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.3_8;368.5;680.5;423.5;626.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.3_8;419.5;629.5;481.5;645.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.3_8;417.5;590.5;424.5;634.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.3_8;394.5;700.5;469.5;722.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.3_8;470.5;645.5;483.5;794.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.3_8;484.5;717.5;548.5;709.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.3_8;508.5;791.5;575.5;750.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.3_8;732.5;870.5;790.5;1000.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.3_8;767.5;691.5;825.5;670.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.3_8;840.5;539.5;793.5;637.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.3_8;783.5;625.5;839.5;646.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.3_8;797.5;472.5;841.5;525.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.4_9;285.5;504.5;258.5;723.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.4_9;257.5;714.5;290.5;767.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.4_9;293.5;756.5;416.5;791.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.4_9;389.5;554.5;380.5;631.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.4_9;376.5;625.5;412.5;641.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.4_9;441.5;585.5;430.5;677.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.4_9;405.5;631.5;444.5;613.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.4_9;419.5;772.5;460.5;798.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.4_9;432.5;681.5;527.5;716.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.4_9;482.5;786.5;617.5;817.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.4_9;776.5;746.5;799.5;734.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.4_9;787.5;737.5;784.5;744.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.4_9;789.5;736.5;798.5;736.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.4_9;799.5;432.5;864.5;525.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.4_9;825.5;697.5;814.5;735.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.4_9;867.5;530.5;824.5;623.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.4_9;858.5;542.5;876.5;603.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.4_9;820.5;621.5;826.5;618.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.4_9;839.5;612.5;877.5;596.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.4_9;833.5;706.5;1016.5;674.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.4_9;838.5;388.5;976.5;503.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.4_9;1006.5;569.5;1051.5;615.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.4_9;1056.5;623.5;1034.5;660.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.5_10;446.5;622.5;484.5;756.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.5_10;486.5;761.5;491.5;781.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.5_10;494.5;791.5;495.5;794.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.5_10;426.5;748.5;489.5;756.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.5_10;505.5;649.5;503.5;694.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.5_10;502.5;680.5;506.5;690.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.5_10;504.5;698.5;529.5;723.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.5_10;531.5;726.5;591.5;730.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.5_10;595.5;764.5;559.5;811.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.5_10;764.5;717.5;810.5;692.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.5_10;829.5;630.5;806.5;668.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.5_10;814.5;503.5;888.5;483.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.5_10;866.5;486.5;857.5;518.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.5_10;822.5;425.5;887.5;470.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.5_10;856.5;452.5;879.5;430.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.5_10;826.5;389.5;873.5;422.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.5_10;842.5;625.5;911.5;605.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.5_10;870.5;576.5;911.5;606.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.5_10;857.5;520.5;854.5;528.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.5_10;855.5;520.5;857.5;528.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.5_10;854.5;523.5;857.5;527.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;2.5_10;874.5;527.5;868.5;568.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;3.1_11;366.5;572.5;365.5;615.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;3.1_11;367.5;604.5;363.5;614.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;3.1_11;417.5;663.5;502.5;685.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;3.1_11;417.5;587.5;418.5;669.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;3.1_11;772.5;879.5;789.5;926.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;3.1_11;782.5;914.5;790.5;923.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;3.1_11;783.5;672.5;833.5;654.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;3.1_11;800.5;725.5;855.5;729.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;3.1_11;829.5;451.5;863.5;543.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;3.1_11;887.5;524.5;840.5;625.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;3.1_11;909.5;587.5;843.5;723.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;3.1_11;854.5;345.5;923.5;399.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;3.1_11;902.5;477.5;881.5;499.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;3.1_11;951.5;416.5;912.5;472.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;3.1_11;912.5;475.5;929.5;520.5
J:\Users\Berners_Lukas\von_Martina\Outcome_SlipLines\Area2_Left;3.2_12;252.5;403.5;223.5;641.5
